"X"	"PD_3_VTA"	"PD_4_SNc"	"PD_5_SNc"	"PD_4_VTA"	"PD_2_SNc"	"PD_5_VTA"	"PD_3_SNc"	"PD_1_SNc"	"PD_1_VTA"
"SCTR"	0	0	0	0	0	0	0	0	7
"TNNC1"	0	1	0	0	0	0	0	0	0
"TMSB4Y"	0	0	0	0	0	0	0	0	11
"AP2S1"	174	32	104	58	62	13	69	134	49
"SMARCD3"	98	12	40	17	59	3	7	4	28
"KCNMB1"	0	0	0	0	0	0	0	0	0
"FLT3"	0	0	5	0	0	2	0	1	0
"ARR3"	0	0	0	0	0	0	0	0	0
"KCNK5"	0	0	0	0	0	0	0	0	0
"PLEKHH2"	0	0	0	0	0	0	0	0	0
"LINC01341"	0	0	0	0	0	0	0	0	0
"LOC145783"	0	0	0	0	0	0	0	0	0
"DICER1-AS1"	3	0	7	0	0	1	33	0	1
"PIWIL4"	15	0	9	0	0	0	0	0	0
"FGFBP3"	0	0	1	1	0	1	0	0	1
"AMER1"	1	1	6	0	11	3	1	1	0
"ZNF785"	2	0	6	0	0	0	0	1	0
"ZSCAN29"	18	1	55	55	40	1	21	0	0
"RDH12"	67	0	13	6	3	0	0	0	0
"C19orf18"	0	0	20	0	0	0	0	0	0
"TNFSF12-TNFSF13"	0	0	0	0	0	0	0	0	0
"TMC8"	0	0	0	0	0	0	0	0	0
"PYHIN1"	0	0	0	0	0	0	0	0	0
"UBE2U"	0	0	0	0	0	0	0	0	0
"BBS5"	11	1	7	0	1	0	14	7	9
"TRMT44"	0	0	2	0	3	1	0	0	0
"PPM1K"	464	92	360	53	323	102	288	226	627
"WBSCR27"	0	0	0	0	0	0	0	0	0
"ZSCAN4"	0	0	0	0	0	0	0	0	0
"ZNF579"	5	17	9	1	22	0	8	5	17
"SYNE3"	0	0	0	0	0	0	0	2	14
"SPRED1"	37	0	15	0	11	41	24	5	53
"FSIP1"	0	0	1	0	1	0	0	0	0
"IL1RL2"	0	0	0	0	0	0	0	0	0
"RPLP0P2"	0	0	0	0	0	0	0	0	5
"NINJ1"	162	8	0	14	0	0	0	0	0
"DRG1"	51	0	19	4	7	1	5	17	23
"NYX"	0	0	0	0	0	0	0	0	0
"HHIP"	28	0	93	1	5	0	10	10	15
"LMTK3"	2	0	4	0	2	0	0	0	1
"AGAP6"	0	0	3	0	1	1	0	0	1
"OPCML"	34	0	3	49	9	2	44	0	0
"JPX"	0	0	9	0	29	0	13	0	0
"ICAM5"	0	0	0	0	0	0	0	0	0
"HIST1H4B"	0	0	0	0	0	0	0	0	0
"MIPEP"	0	0	0	0	0	0	0	11	0
"ZNF24"	47	5	11	0	33	8	8	0	17
"PWP1"	44	4	170	21	104	35	6	0	4
"ZNF19"	0	0	7	0	0	0	0	0	0
"ZNF17"	14	53	0	5	1	0	0	0	24
"CAPN11"	0	0	0	0	0	0	0	0	0
"PLP2"	1	0	0	0	0	1	0	0	0
"PLN"	0	0	0	0	0	0	0	0	0
"ARHGEF6"	67	4	0	36	25	13	49	13	17
"MTF1"	10	0	2	13	9	0	17	0	3
"MT3"	329	101	153	246	179	18	193	109	130
"EIF2AK3"	19	0	39	48	17	41	6	15	37
"NPY5R"	0	0	9	0	0	0	0	0	0
"LOC101929550"	0	0	0	0	0	0	0	0	0
"GZMA"	0	0	0	0	0	0	0	0	0
"MT1B"	0	0	0	0	0	0	0	0	0
"MT1A"	0	0	0	0	0	0	0	0	0
"UBE2DNL"	0	0	0	0	0	0	0	0	0
"RALB"	75	0	6	0	5	2	2	18	6
"SPANXA1+SPANXA2"	0	0	0	0	0	0	0	0	0
"BRDTP1"	0	0	0	0	0	0	0	0	0
"XRCC6P5"	0	0	0	0	0	0	0	0	0
"ZNF618"	1	5	33	1	35	21	19	5	57
"COMMD3-BMI1"	0	0	0	0	0	0	0	0	0
"METTL3"	0	0	0	0	9	0	5	0	2
"UBAC1"	27	0	6	14	4	6	5	5	27
"LIN7C"	2	8	23	8	17	1	28	36	11
"EPN2-AS1"	0	0	0	0	0	0	0	0	0
"RNU6-30P"	0	0	0	0	0	0	0	0	0
"COL6A1"	38	0	42	4	31	4	50	41	26
"COL4A2"	0	0	0	0	0	0	0	0	0
"NXF4"	0	0	0	0	0	0	0	0	0
"CNPY1"	0	0	0	0	0	0	0	0	0
"CCDC64B"	0	0	0	0	0	0	0	0	0
"LINC00630"	57	0	0	0	0	0	0	0	0
"RASSF10"	0	0	0	0	0	0	0	0	0
"KRTAP2-3"	0	0	0	0	0	0	0	0	0
"PLK5"	0	0	0	0	0	0	0	0	0
"SYCE3"	0	0	0	0	0	0	0	0	0
"POM121C"	3	0	20	18	21	1	3	26	7
"FBXO10"	12	0	24	15	0	8	1	0	0
"TMEM31"	0	0	0	0	0	0	0	0	0
"FAM86B2"	0	0	2	0	0	0	0	0	0
"ITGA4"	0	0	0	0	0	0	0	0	0
"MAFA"	0	0	0	0	0	0	0	0	0
"ASIC4"	1	0	0	0	0	0	0	0	0
"LCN12"	1	0	0	0	0	0	0	0	0
"ACTL9"	0	0	0	0	0	0	0	0	0
"ZNF616"	0	0	1	0	4	0	5	0	1
"TMEM105"	0	0	0	0	0	0	0	0	0
"TMEM102"	0	0	0	0	0	0	0	0	0
"PIGW"	31	0	1	0	0	9	0	4	0
"EXOC3L1"	0	0	0	0	0	0	0	2	0
"CPO"	0	0	0	0	0	0	0	0	0
"CCDC60"	1	0	0	0	0	0	0	0	0
"SNORD96B"	0	0	0	0	0	0	0	0	0
"TDGF1P3"	0	0	0	0	0	0	0	0	0
"SLC6A5"	0	0	0	0	0	0	0	0	0
"NR2F6"	21	8	12	0	24	0	1	0	37
"SYNGR3"	578	137	494	152	446	229	266	410	369
"CD81"	182	16	196	56	21	14	69	106	65
"S1PR3"	0	0	0	0	0	0	0	1	0
"DLX6"	0	0	0	0	0	0	0	0	0
"CAMP"	0	0	0	0	0	0	0	0	0
"RUNX3"	0	3	0	0	0	0	0	0	1
"DEFA3"	0	0	0	0	0	0	0	0	0
"DNPH1"	11	0	0	0	0	0	6	9	0
"C1orf112"	0	0	4	0	0	0	1	0	0
"MLLT1"	12	8	16	12	9	5	0	16	5
"SNORA35"	0	0	0	0	0	0	0	0	0
"RENBP"	0	0	0	0	0	0	0	0	0
"SMARCE1"	0	0	17	0	4	0	6	6	1
"LOC100130880"	0	0	0	0	0	0	0	0	0
"POC1B-GALNT4"	0	0	0	0	0	0	0	0	0
"MIR1234"	0	0	0	0	0	0	0	0	0
"THEGL"	0	0	0	0	0	0	0	0	0
"SLC25A5-AS1"	0	0	0	0	0	0	0	0	0
"SNORA69"	0	0	0	0	0	0	0	0	0
"NKAPP1"	0	0	0	0	0	0	0	0	0
"PATE4"	0	0	0	0	0	0	0	0	0
"CFAP69"	24	6	19	0	0	0	11	0	2
"VSTM5"	1	10	43	0	0	0	3	50	33
"AIMP2"	0	0	0	2	0	0	0	1	0
"WEE2"	0	0	0	0	0	0	0	0	0
"SHISA7"	37	0	38	1	17	4	1	0	0
"SPAG5"	0	0	6	0	5	0	0	1	0
"HEXIM1"	23	0	11	1	66	4	32	28	20
"SLCO1B1"	0	0	0	0	0	0	0	0	0
"RAPGEF5"	24	52	45	6	133	75	21	214	226
"LINC01512"	0	0	0	0	0	0	0	0	0
"LOC100129520"	0	0	0	0	0	0	0	0	0
"LOC158434"	0	0	0	0	0	0	0	0	0
"ARL11"	0	0	0	0	0	0	0	0	0
"KCTD12"	3	0	37	52	45	24	46	20	2
"RAB3C"	2118	169	889	466	594	661	305	499	498
"ZMYND19"	15	1	7	27	7	0	12	2	6
"C10orf111"	0	0	0	1	0	0	0	0	0
"DNAH11"	0	0	0	0	0	0	0	1	0
"FIRRE"	0	0	0	0	0	0	0	0	0
"ALS2CR12"	0	0	2	0	0	0	6	25	8
"ERICH2"	0	0	0	0	0	0	0	0	0
"TTC25"	4	1	6	0	11	0	0	0	0
"GSK3A"	11	4	31	74	13	0	2	12	16
"ZSWIM5"	11	0	2	46	0	0	0	1	0
"COL20A1"	0	0	0	0	0	0	0	0	0
"POLB"	33	17	24	88	89	0	19	52	150
"POU4F3"	0	0	0	0	0	0	0	0	0
"5-Sep"	0	0	0	0	0	0	0	0	0
"MIR503HG"	0	0	0	0	0	0	0	0	4
"FBXL18"	26	0	11	0	12	1	0	4	0
"PHC3"	145	20	80	2	18	26	9	32	33
"ANKRD53"	0	0	0	0	0	0	0	0	0
"SLC11A1"	0	0	0	0	0	0	0	0	0
"LINC00633"	0	0	0	0	0	0	0	0	0
"LOC100287728"	0	0	0	0	0	0	0	0	0
"LOC100506790"	0	0	0	0	0	0	0	0	0
"NBPF12"	0	0	5	0	0	0	9	0	0
"ZNF232"	0	0	4	0	0	0	0	0	2
"SNORD61"	0	0	0	0	0	0	0	0	0
"RNF139"	121	1	50	45	68	20	20	27	31
"SULT4A1"	609	51	275	200	120	65	115	65	132
"SRD5A1P1"	0	0	0	0	0	0	0	0	0
"CCL1"	0	0	0	0	0	0	0	0	0
"RPL12"	0	0	15	1	1	2	14	1	3
"TAAR1"	0	0	0	0	0	0	0	0	0
"SNTB2"	3	105	17	0	44	3	12	4	2
"SKOR1"	0	0	0	0	0	0	0	0	0
"ACOX2"	17	0	0	0	0	0	0	0	0
"SDHB"	98	16	48	31	61	0	5	75	34
"MPHOSPH6"	4	4	19	5	7	0	17	2	29
"SOAT2"	0	0	0	0	0	0	0	0	0
"F2R"	0	0	0	1	0	0	24	0	0
"CLIC3"	0	0	0	0	0	0	0	0	0
"PIR"	22	0	3	0	18	0	5	2	34
"AGPS"	132	14	79	8	73	119	82	7	52
"CAMK1"	0	0	1	0	3	0	0	0	0
"BHLHE40"	12	0	0	7	5	2	0	0	22
"TAS1R3"	0	0	0	0	0	0	0	0	0
"LINC00850"	0	0	0	0	0	0	0	0	0
"TMEM141"	146	0	19	11	11	1	29	17	3
"MLLT6"	0	0	19	0	2	0	1	0	0
"AQP3"	0	0	0	1	13	0	0	0	0
"ACTN4"	20	4	3	1	5	3	21	3	8
"MSH4"	0	0	0	0	12	0	0	16	0
"FAM103A1"	0	0	0	0	0	0	0	0	0
"LOC101929057"	0	0	0	0	0	0	0	0	0
"MYH14"	6	0	19	2	12	0	3	25	0
"FBN3"	0	0	0	0	0	0	0	0	0
"RABEP2"	0	0	7	0	2	0	0	0	0
"MEGF11"	39	0	0	0	0	0	2	1	0
"TREML2"	0	0	0	0	0	0	0	0	0
"C11orf63"	0	0	0	0	0	0	0	0	0
"TMEM180"	0	0	0	0	0	0	0	0	0
"KIAA1033"	0	0	0	0	0	0	0	0	0
"GNAI3"	88	3	177	200	55	32	60	8	37
"LGALS2"	0	0	0	0	0	0	0	0	0
"REG1B"	0	0	0	0	0	0	0	0	0
"RELB"	1	0	0	0	0	0	3	0	0
"MGAM"	0	0	0	0	0	0	0	0	0
"VCY"	0	0	0	0	0	0	0	0	0
"ZNF443"	1	0	0	0	0	0	0	0	9
"BPY2+BPY2B+BPY2C"	0	0	0	0	0	0	0	0	0
"GDF11"	66	2	24	6	46	1	39	37	24
"XKRY+XKRY2"	0	0	0	0	0	0	0	0	0
"CTDSPL"	56	0	1	0	1	0	21	21	0
"GPX7"	0	0	0	0	0	0	0	0	0
"PRY+PRY2"	0	0	0	0	0	0	0	0	0
"NUTF2"	26	3	37	45	70	6	42	27	30
"DIRAS3"	1	0	0	2	44	3	0	0	0
"PSMD14"	125	5	142	17	81	5	8	48	30
"NME6"	10	0	2	0	0	2	2	0	8
"SNORA70"	0	0	0	0	0	0	0	0	0
"EMP1"	0	0	0	0	0	0	15	0	0
"LOC158960"	0	0	0	0	0	0	0	0	0
"QSER1"	20	0	13	12	1	20	31	2	23
"BAHCC1"	36	0	13	0	0	0	5	1	4
"DUSP9"	0	0	0	0	0	0	0	0	0
"EEF1A1"	30	0	4	4	1	1	7	1	0
"LIMD1-AS1"	0	0	0	0	0	0	0	0	0
"SNORA36A"	0	0	0	0	0	0	0	0	0
"SNORA56"	0	0	0	0	0	0	0	0	0
"C18orf63"	0	0	0	0	0	0	0	0	0
"GYLTL1B"	0	0	0	0	0	0	0	0	0
"GNPDA1"	102	25	46	2	70	6	32	25	40
"UPB1"	0	0	0	0	0	0	0	0	0
"SFXN4"	0	0	32	2	5	0	2	0	3
"LINC01285"	0	0	0	0	1	0	0	0	0
"LOC101928259"	0	0	0	0	0	0	0	0	0
"LOC101928201"	0	0	0	0	0	0	0	0	0
"LOC101927967"	0	0	0	0	0	0	0	0	0
"LOC101927501"	0	0	0	0	0	0	0	0	0
"LOC101927476"	0	0	0	0	0	0	0	0	0
"LOC101927926"	0	0	0	0	0	0	0	0	0
"PMP2"	103	14	11	68	5	4	105	1	13
"PMM1"	92	5	24	1	3	0	14	0	8
"LINC01582"	0	0	0	0	0	0	0	0	0
"LOC101927286"	0	0	0	0	0	0	0	0	0
"POTEI"	0	0	1	0	0	0	0	0	0
"CHRNB3"	95	11	23	0	12	26	26	13	87
"CHRNB1"	5	0	0	0	2	0	0	1	5
"DPYS"	3	6	0	0	0	0	1	0	12
"LRP3"	18	0	0	0	0	0	2	3	0
"HSPB1"	29	5	0	8	23	0	8	42	25
"SLC29A2"	8	0	0	0	4	0	7	6	0
"B4GALNT4"	57	3	27	12	22	10	5	0	11
"PKD1"	0	0	4	0	10	1	0	1	3
"LINC00278"	0	0	0	0	0	0	0	0	0
"SNORA10"	0	0	0	0	0	0	0	0	0
"TTTY23+TTTY23B"	0	0	0	0	0	0	0	0	0
"TTTY1B"	0	0	0	0	0	0	0	0	0
"RPS26P11"	0	0	0	0	0	0	0	0	0
"CASQ1"	0	0	0	0	0	0	0	0	0
"TTTY21+TTTY21B"	0	0	0	0	0	0	0	0	0
"TTTY7"	0	0	0	0	0	0	0	0	0
"TTTY7B"	0	0	0	0	0	0	0	0	0
"TTTY8+TTTY8B"	0	0	0	0	0	0	0	0	0
"TTTY16"	0	0	0	0	0	0	0	0	0
"LOC606724"	0	0	0	0	0	0	0	0	0
"TTTY18"	0	0	0	0	0	0	0	0	0
"SNORA66"	0	4	8	0	2	0	2	0	0
"SNORD43"	0	0	0	0	0	0	0	0	0
"SNORD54"	0	0	0	0	0	0	0	0	0
"RBMY1A3P"	0	0	0	0	0	0	0	0	0
"SNORA33"	0	0	0	0	0	0	0	0	0
"TSPY3"	0	0	0	0	0	0	0	0	0
"TSPY10"	0	0	0	0	0	0	0	0	0
"ZNF154"	6	0	7	0	1	0	13	0	9
"SNORD58A"	0	0	0	0	0	0	0	0	0
"GRID1"	16	18	9	0	6	12	22	0	36
"SNORA21"	0	0	0	0	0	0	0	0	0
"SNORA27"	0	0	0	0	0	0	0	0	0
"SNORA45A"	0	0	0	0	0	0	0	0	0
"SLC4A1"	0	0	0	0	0	0	0	0	0
"SNORA64"	0	0	0	0	0	0	0	0	0
"SLC25A3P1"	0	0	0	0	0	0	0	1	0
"ST7-AS1"	0	0	0	0	0	0	0	0	0
"CUL1"	133	36	73	6	84	17	13	33	47
"SMARCA5"	169	37	73	79	88	45	42	25	240
"GPR65"	0	0	0	0	0	0	0	0	0
"IRS4"	1	0	0	0	1	0	0	2	0
"FOXN1"	0	0	0	0	0	0	1	0	0
"CTSF"	75	19	85	44	72	7	28	21	116
"TRADD"	0	0	0	16	3	0	0	16	0
"CILP"	0	0	0	0	0	0	0	0	0
"GEMIN2"	1	0	11	13	12	1	1	1	3
"BRPF1"	0	0	4	10	9	1	17	1	6
"AURKA"	0	0	0	0	16	0	0	0	1
"DUSP11"	26	0	13	0	3	1	3	0	0
"NCK2"	5	2	13	0	87	6	10	21	1
"TSPAN8"	0	0	0	0	0	0	0	0	0
"BFSP2"	0	0	0	0	0	0	0	0	0
"ULK1"	53	0	111	1	31	66	38	19	101
"TCP10"	0	0	0	0	0	0	0	0	0
"TCF15"	0	0	0	0	0	0	0	0	0
"PLA2G10"	0	0	0	0	0	0	0	0	0
"IRS2"	721	69	257	272	351	299	139	197	471
"PIP4K2B"	179	22	93	42	70	37	77	43	134
"OPN1LW"	0	0	0	0	0	0	0	0	0
"FGFRL1"	0	0	0	0	1	0	0	0	0
"TOMM7"	64	11	38	5	11	5	49	33	29
"GNMT"	0	0	0	0	16	3	0	0	5
"ZNF70"	0	0	0	0	0	0	0	0	0
"ZNF69"	0	0	21	1	0	0	0	0	7
"DDIT4"	0	0	0	5	0	0	0	0	2
"FXYD7"	81	4	22	10	19	3	26	32	10
"RNF186"	0	0	0	0	0	0	0	0	0
"SPCS3"	548	53	274	65	175	88	79	71	65
"RINT1"	8	0	5	0	5	14	2	14	22
"AVL9"	43	1	21	40	22	14	37	2	156
"SLC37A1"	0	0	6	1	2	7	0	0	1
"FMN2"	204	0	45	1	100	81	14	2	37
"ZFAND3"	23	39	7	16	2	1	7	7	13
"KLK14"	0	0	0	0	0	0	0	0	0
"SDF2L1"	0	0	7	29	1	5	0	0	2
"GPR173"	34	0	19	70	16	4	22	28	0
"SNTG2"	0	0	0	0	0	0	0	0	0
"CLN8"	33	0	4	0	2	1	1	5	0
"DEF6"	0	0	12	0	2	0	0	0	0
"ANKRD16"	0	0	2	1	0	0	0	0	0
"TERF2IP"	1229	136	753	202	531	325	388	562	832
"GPR88"	0	1	0	0	0	0	0	0	0
"ROBO4"	0	0	0	0	0	0	0	0	0
"GDAP1"	492	24	167	53	198	135	269	111	90
"TAS2R5"	0	0	0	0	0	0	0	0	0
"VSIG10"	0	0	2	1	2	8	2	0	3
"GNGT1"	0	0	0	0	0	0	0	0	0
"BAGE3"	0	0	0	0	0	0	0	0	0
"SASH3"	0	0	0	0	0	0	0	0	0
"ABHD4"	20	0	0	30	35	1	6	1	0
"DMAP1"	24	0	24	0	31	2	26	5	19
"HLX"	0	0	0	0	0	0	0	0	0
"CXCL16"	0	0	0	0	0	0	2	13	3
"MRPL17"	25	0	49	22	67	1	3	47	1
"UGT1A8"	0	0	0	0	0	0	0	0	0
"C1QL2"	0	0	0	0	0	0	0	0	0
"BAGE5"	0	0	0	0	0	0	0	0	0
"PKNOX2"	44	0	20	1	23	0	46	1	0
"ZNF148"	80	3	157	85	89	75	27	65	15
"INS-IGF2"	0	0	0	0	0	0	0	0	0
"PGM5"	0	0	0	0	0	0	6	0	0
"HAND2"	0	0	0	0	0	0	0	0	0
"HEATR6"	10	2	51	0	18	0	4	9	2
"HIST1H4J"	0	0	0	0	0	1	0	0	0
"LOC100132356"	0	0	0	0	0	0	0	0	0
"LINC01270"	0	0	0	0	0	0	0	0	0
"PPP3R1"	141	5	20	61	30	43	15	37	71
"CSF2RB"	0	0	0	0	0	0	0	0	0
"QDPR"	1292	117	705	238	380	675	400	450	958
"TTTY9A"	0	0	0	0	0	0	0	0	0
"TTTY9B"	0	0	0	0	0	0	0	0	0
"KHSRP"	68	0	9	2	14	3	26	6	7
"TMEM63B"	6	0	35	4	15	0	2	2	8
"CCDC186"	66	25	101	42	118	27	18	16	12
"PIH1D1"	39	0	14	1	12	0	2	0	3
"POLR2M"	7	4	42	10	15	3	0	3	2
"RNF167"	28	0	19	9	41	1	3	65	7
"C19orf24"	10	7	1	0	0	0	33	14	0
"GSS"	29	93	15	3	40	0	49	58	8
"PPIC"	0	0	4	0	0	1	0	1	0
"DISC2"	0	0	0	0	0	0	0	0	0
"INGX"	0	0	0	0	0	0	0	0	0
"KIAA0368"	0	0	0	0	0	0	0	0	0
"SERPIND1"	0	0	0	0	0	0	0	6	0
"TTTY5"	0	0	0	0	0	0	0	0	0
"FBXO41"	78	24	26	17	37	0	19	22	15
"PRRG2"	0	0	0	0	0	0	0	0	0
"PPP1R2P9"	0	0	0	0	0	0	0	0	0
"TTTY17A+TTTY17B+TTTY17C"	0	0	0	0	0	0	0	0	0
"TTTY4+TTTY4B+TTTY4C"	0	0	0	0	0	0	0	0	0
"BRD7P3"	0	0	0	0	0	0	0	0	0
"HNRNPA3P1"	0	0	0	0	0	0	0	0	1
"SNORD59A"	0	0	0	0	0	0	0	0	0
"SNORD60"	0	0	0	0	0	0	0	0	0
"TTTY3+TTTY3B"	0	0	0	0	0	0	0	0	0
"ALG1L2"	0	0	0	0	0	0	0	0	0
"GIPR"	0	0	0	0	0	2	0	0	0
"HYALP1"	0	0	0	0	0	0	0	0	0
"SNORD53"	0	0	0	0	0	0	0	0	0
"PTTG3P"	0	0	0	0	0	0	0	0	0
"TACR2"	0	0	0	0	0	0	0	0	0
"TCTN2"	11	0	2	0	9	0	7	0	1
"ULK2"	0	0	28	98	31	0	6	29	72
"SAP30"	0	0	3	0	0	0	2	0	0
"CLEC1A"	0	0	0	0	0	0	0	0	0
"GOLGA6L7P"	0	0	0	0	0	0	0	0	0
"HOXC13-AS"	0	0	0	0	0	0	0	0	0
"HOXC-AS2"	0	0	0	0	0	0	0	0	0
"LINC00565"	0	0	0	0	0	0	0	0	0
"HOXC-AS1"	0	0	0	0	0	0	0	0	0
"LINC-ROR"	0	0	0	0	0	0	0	0	0
"VWC2L-IT1"	0	0	0	0	0	0	0	0	0
"LINC00571"	0	0	0	0	3	28	0	0	0
"NALCN-AS1"	0	0	0	0	0	0	0	0	0
"PDX1-AS1"	0	0	0	0	0	0	0	0	0
"DOCK9-AS2"	0	0	0	0	0	0	0	0	0
"JRKL-AS1"	0	0	0	0	0	0	0	0	0
"NRG1-IT3"	0	0	1	0	0	0	0	0	0
"LOC729732"	0	0	0	0	0	0	0	0	0
"LINC00502"	0	0	0	0	0	0	0	0	0
"LINC00501"	0	0	0	0	0	0	3	0	0
"LINC00366"	0	0	0	0	0	0	0	0	0
"LINC00353"	0	0	0	0	0	0	0	0	0
"LINC00446"	0	0	0	0	0	0	0	0	0
"LINC00443"	0	0	0	1	0	0	0	2	0
"LINC00433"	0	0	0	0	0	0	0	0	0
"LINC00423"	0	0	0	0	0	0	0	0	0
"LINC00398"	0	0	0	0	0	0	0	0	0
"LINC00395"	0	0	0	0	0	0	0	0	0
"LINC00853"	0	0	0	0	0	0	0	0	0
"LINC00417"	0	0	0	0	0	0	0	0	0
"HERC2P4"	0	0	0	0	0	0	0	0	0
"LOC100506188"	0	0	0	0	0	0	0	0	0
"ECH1"	147	1	34	31	21	2	8	42	7
"LINC00578"	0	0	0	0	0	0	0	0	0
"TMEM44-AS1"	0	0	2	0	0	1	0	0	0
"LOC101926942"	0	0	0	0	0	0	0	0	0
"VWC2L"	61	0	79	0	66	7	9	19	16
"LOC101929210"	0	0	0	0	0	0	0	0	0
"PPIAL4B"	0	0	0	0	0	0	0	0	0
"BRIP1"	0	0	0	0	0	0	0	0	0
"USP17L9P"	0	0	0	0	0	0	0	0	0
"ZNF32-AS2"	0	0	4	0	0	0	0	0	0
"EGFR-AS1"	0	0	0	0	0	0	0	0	0
"DEFB122"	0	0	0	0	0	0	0	0	0
"GMDS-AS1"	0	0	0	0	0	0	0	0	0
"DNAJA1P5"	0	0	0	0	9	0	0	0	0
"LINC01128"	0	9	2	1	0	4	2	34	26
"LOC101927412"	0	0	0	0	0	0	0	0	0
"LOC101927434"	0	0	0	0	0	0	0	0	0
"LARS2-AS1"	0	0	2	0	0	0	0	0	0
"LINC00570"	0	0	0	0	0	0	0	0	0
"LOC100129361"	0	0	0	0	0	0	0	0	0
"TARP"	0	0	0	0	0	0	0	0	0
"BMPR2"	376	48	252	108	90	148	79	113	86
"TYMS"	0	0	0	0	0	0	0	0	0
"RPL6"	16	5	3	10	6	4	12	9	5
"TUBG1"	27	0	39	6	24	0	17	26	14
"MMP25-AS1"	3	0	1	0	6	0	0	0	0
"TUSC1"	18	0	16	0	10	0	0	15	0
"LIN28B"	0	0	2	0	0	0	0	0	0
"EIF3E"	62	4	16	28	10	15	2	4	10
"TMEM194B"	0	0	0	0	0	0	0	0	0
"SLC6A19"	0	0	0	0	0	0	0	0	0
"ZMYM5"	3	3	19	6	6	7	16	0	104
"TRIM67"	2	0	23	0	28	0	4	0	1
"SPDYE4"	0	0	0	0	0	0	0	0	0
"B4GALT5"	204	0	43	10	60	0	43	16	38
"MIR549A"	0	0	0	0	0	0	0	0	0
"LCE4A"	0	0	0	0	0	0	0	0	0
"HGD"	0	0	0	0	0	0	0	0	0
"TBX2"	0	0	0	0	0	0	5	0	1
"PARD6B"	32	0	16	6	52	0	6	3	16
"KRTAP4-4"	0	0	0	0	0	0	0	0	0
"LRRC37A6P"	0	0	0	0	0	0	0	7	0
"PTCHD4"	1	0	2	1	0	0	0	0	1
"CYSLTR2"	0	0	0	0	0	0	0	0	0
"PNPLA2"	13	0	32	0	16	4	8	2	1
"HOXC8"	0	0	0	0	0	0	0	0	0
"GPR84"	0	5	0	0	0	0	0	0	0
"C16orf62"	0	0	0	0	0	0	0	0	0
"LINC00260"	0	0	0	0	0	0	0	0	0
"STARD4-AS1"	0	0	9	0	0	1	14	3	0
"FLJ33581"	0	0	0	0	0	0	0	0	0
"TACR3"	26	0	0	2	3	1	20	0	142
"PTGER4"	0	0	0	0	0	0	0	1	0
"DUSP7"	0	0	6	0	0	5	23	0	10
"CSTF2"	66	4	11	0	6	1	1	0	0
"PTGDS"	2	1	7	2	0	1	3	0	11
"DSG3"	0	0	0	0	0	0	0	0	0
"LOC375196"	0	0	0	0	0	0	0	0	0
"PTGIS"	0	0	0	0	0	0	0	0	0
"SCOC-AS1"	0	0	0	1	4	5	0	2	1
"PIGL"	0	0	0	0	0	0	8	0	0
"AGAP7P"	0	0	0	0	0	0	0	0	0
"FAM83C-AS1"	0	0	0	0	0	0	0	0	0
"HCRTR1"	0	0	0	0	0	0	0	0	0
"GTF3C2"	2	0	22	36	42	2	5	37	6
"SMPD1"	56	11	63	12	76	4	32	63	16
"RARRES3"	0	0	0	0	0	0	0	0	0
"SOX9"	0	1	0	1	0	0	2	0	2
"DOC2B"	0	0	20	0	7	0	1	0	0
"CENPB"	23	0	21	2	1	0	0	17	1
"RAB5A"	241	38	54	59	101	36	129	69	118
"GPR124"	0	0	0	0	0	0	0	0	0
"KCNK10"	46	0	0	0	0	1	0	0	0
"OXGR1"	0	0	0	0	0	0	0	0	0
"TMEM39B"	0	0	15	0	0	15	0	0	12
"KIAA1257"	0	0	3	0	1	0	6	0	0
"KIDINS220"	389	81	244	223	194	83	87	308	423
"NODAL"	0	0	0	0	0	0	0	0	0
"LOC100507377"	0	0	0	0	0	0	0	0	0
"FITM2"	65	1	6	15	22	0	8	21	12
"KRTAP24-1"	0	0	0	0	0	0	0	0	0
"CCDC150"	0	0	2	0	0	0	0	0	0
"PRR22"	0	0	0	0	0	0	0	0	0
"TMA7"	7	8	33	22	14	44	9	13	19
"LIX1L"	0	0	19	0	0	0	0	0	21
"DIO3"	0	0	0	0	0	0	0	0	0
"ALOX12B"	0	0	0	0	0	0	0	0	0
"ALOX15"	0	0	0	0	0	0	0	0	0
"HLA-DMB"	0	0	9	0	0	0	19	0	0
"GATA4"	0	0	0	0	0	0	0	0	0
"AEBP1"	0	0	0	1	0	0	0	0	0
"HK3"	0	0	0	0	0	0	0	0	0
"ADCY9"	14	16	10	2	89	0	15	7	7
"ADAM10"	5	2	10	1	3	0	5	6	9
"ACO2"	1	1	11	0	5	0	4	59	0
"RPL35A"	48	16	17	6	22	3	36	10	39
"ACVR2B"	73	2	46	2	3	8	16	5	24
"GTF3A"	143	7	63	27	17	17	25	42	2
"FAU"	54	10	20	6	13	3	15	24	4
"GTF2F1"	123	9	105	25	25	14	56	37	39
"PVRL1"	0	0	0	0	0	0	0	0	0
"GZMK"	0	0	0	0	0	0	0	0	0
"ACTB"	710	45	205	167	155	41	123	164	112
"ABCA3"	157	0	109	7	210	18	63	111	16
"SLC15A1"	0	0	0	0	0	0	0	0	0
"SBF1P1"	0	0	0	0	0	0	0	0	0
"TMED10P1"	0	0	0	0	0	0	0	0	0
"CNN2"	0	0	0	0	1	0	0	0	4
